"date_id","year","quarter","month","month_name","day_in_month","day_name"
"20080101",2008,1,1,"Ene 2008",1,"Ma"
"20080102",2008,1,1,"Ene 2008",2,"Mi"
"20080103",2008,1,1,"Ene 2008",3,"Ju"
"20080104",2008,1,1,"Ene 2008",4,"Vi"
"20080105",2008,1,1,"Ene 2008",5,"Sa"
"20080106",2008,1,1,"Ene 2008",6,"Do"
"20080107",2008,1,1,"Ene 2008",7,"Lu"
"20080108",2008,1,1,"Ene 2008",8,"Ma"
"20080109",2008,1,1,"Ene 2008",9,"Mi"
"20080110",2008,1,1,"Ene 2008",10,"Ju"
"20080111",2008,1,1,"Ene 2008",11,"Vi"
"20080112",2008,1,1,"Ene 2008",12,"Sa"
"20080113",2008,1,1,"Ene 2008",13,"Do"
"20080114",2008,1,1,"Ene 2008",14,"Lu"
"20080115",2008,1,1,"Ene 2008",15,"Ma"
"20080116",2008,1,1,"Ene 2008",16,"Mi"
"20080117",2008,1,1,"Ene 2008",17,"Ju"
"20080118",2008,1,1,"Ene 2008",18,"Vi"
"20080119",2008,1,1,"Ene 2008",19,"Sa"
"20080120",2008,1,1,"Ene 2008",20,"Do"
"20080121",2008,1,1,"Ene 2008",21,"Lu"
"20080122",2008,1,1,"Ene 2008",22,"Ma"
"20080123",2008,1,1,"Ene 2008",23,"Mi"
"20080124",2008,1,1,"Ene 2008",24,"Ju"
"20080125",2008,1,1,"Ene 2008",25,"Vi"
"20080126",2008,1,1,"Ene 2008",26,"Sa"
"20080127",2008,1,1,"Ene 2008",27,"Do"
"20080128",2008,1,1,"Ene 2008",28,"Lu"
"20080129",2008,1,1,"Ene 2008",29,"Ma"
"20080130",2008,1,1,"Ene 2008",30,"Mi"
"20080131",2008,1,1,"Ene 2008",31,"Ju"
"20080201",2008,1,2,"Feb 2008",1,"Vi"
"20080202",2008,1,2,"Feb 2008",2,"Sa"
"20080203",2008,1,2,"Feb 2008",3,"Do"
"20080204",2008,1,2,"Feb 2008",4,"Lu"
"20080205",2008,1,2,"Feb 2008",5,"Ma"
"20080206",2008,1,2,"Feb 2008",6,"Mi"
"20080207",2008,1,2,"Feb 2008",7,"Ju"
"20080208",2008,1,2,"Feb 2008",8,"Vi"
"20080209",2008,1,2,"Feb 2008",9,"Sa"
"20080210",2008,1,2,"Feb 2008",10,"Do"
"20080211",2008,1,2,"Feb 2008",11,"Lu"
"20080212",2008,1,2,"Feb 2008",12,"Ma"
"20080213",2008,1,2,"Feb 2008",13,"Mi"
"20080214",2008,1,2,"Feb 2008",14,"Ju"
"20080215",2008,1,2,"Feb 2008",15,"Vi"
"20080216",2008,1,2,"Feb 2008",16,"Sa"
"20080217",2008,1,2,"Feb 2008",17,"Do"
"20080218",2008,1,2,"Feb 2008",18,"Lu"
"20080219",2008,1,2,"Feb 2008",19,"Ma"
"20080220",2008,1,2,"Feb 2008",20,"Mi"
"20080221",2008,1,2,"Feb 2008",21,"Ju"
"20080222",2008,1,2,"Feb 2008",22,"Vi"
"20080223",2008,1,2,"Feb 2008",23,"Sa"
"20080224",2008,1,2,"Feb 2008",24,"Do"
"20080225",2008,1,2,"Feb 2008",25,"Lu"
"20080226",2008,1,2,"Feb 2008",26,"Ma"
"20080227",2008,1,2,"Feb 2008",27,"Mi"
"20080228",2008,1,2,"Feb 2008",28,"Ju"
"20080229",2008,1,2,"Feb 2008",29,"Vi"
"20080301",2008,1,3,"Mar 2008",1,"Sa"
"20080302",2008,1,3,"Mar 2008",2,"Do"
"20080303",2008,1,3,"Mar 2008",3,"Lu"
"20080304",2008,1,3,"Mar 2008",4,"Ma"
"20080305",2008,1,3,"Mar 2008",5,"Mi"
"20080306",2008,1,3,"Mar 2008",6,"Ju"
"20080307",2008,1,3,"Mar 2008",7,"Vi"
"20080308",2008,1,3,"Mar 2008",8,"Sa"
"20080309",2008,1,3,"Mar 2008",9,"Do"
"20080310",2008,1,3,"Mar 2008",10,"Lu"
"20080311",2008,1,3,"Mar 2008",11,"Ma"
"20080312",2008,1,3,"Mar 2008",12,"Mi"
"20080313",2008,1,3,"Mar 2008",13,"Ju"
"20080314",2008,1,3,"Mar 2008",14,"Vi"
"20080315",2008,1,3,"Mar 2008",15,"Sa"
"20080316",2008,1,3,"Mar 2008",16,"Do"
"20080317",2008,1,3,"Mar 2008",17,"Lu"
"20080318",2008,1,3,"Mar 2008",18,"Ma"
"20080319",2008,1,3,"Mar 2008",19,"Mi"
"20080320",2008,1,3,"Mar 2008",20,"Ju"
"20080321",2008,1,3,"Mar 2008",21,"Vi"
"20080322",2008,1,3,"Mar 2008",22,"Sa"
"20080323",2008,1,3,"Mar 2008",23,"Do"
"20080324",2008,1,3,"Mar 2008",24,"Lu"
"20080325",2008,1,3,"Mar 2008",25,"Ma"
"20080326",2008,1,3,"Mar 2008",26,"Mi"
"20080327",2008,1,3,"Mar 2008",27,"Ju"
"20080328",2008,1,3,"Mar 2008",28,"Vi"
"20080329",2008,1,3,"Mar 2008",29,"Sa"
"20080330",2008,1,3,"Mar 2008",30,"Do"
"20080331",2008,1,3,"Mar 2008",31,"Lu"
"20080401",2008,2,4,"Abr 2008",1,"Ma"
"20080402",2008,2,4,"Abr 2008",2,"Mi"
"20080403",2008,2,4,"Abr 2008",3,"Ju"
"20080404",2008,2,4,"Abr 2008",4,"Vi"
"20080405",2008,2,4,"Abr 2008",5,"Sa"
"20080406",2008,2,4,"Abr 2008",6,"Do"
"20080407",2008,2,4,"Abr 2008",7,"Lu"
"20080408",2008,2,4,"Abr 2008",8,"Ma"
"20080409",2008,2,4,"Abr 2008",9,"Mi"
"20080410",2008,2,4,"Abr 2008",10,"Ju"
"20080411",2008,2,4,"Abr 2008",11,"Vi"
"20080412",2008,2,4,"Abr 2008",12,"Sa"
"20080413",2008,2,4,"Abr 2008",13,"Do"
"20080414",2008,2,4,"Abr 2008",14,"Lu"
"20080415",2008,2,4,"Abr 2008",15,"Ma"
"20080416",2008,2,4,"Abr 2008",16,"Mi"
"20080417",2008,2,4,"Abr 2008",17,"Ju"
"20080418",2008,2,4,"Abr 2008",18,"Vi"
"20080419",2008,2,4,"Abr 2008",19,"Sa"
"20080420",2008,2,4,"Abr 2008",20,"Do"
"20080421",2008,2,4,"Abr 2008",21,"Lu"
"20080422",2008,2,4,"Abr 2008",22,"Ma"
"20080423",2008,2,4,"Abr 2008",23,"Mi"
"20080424",2008,2,4,"Abr 2008",24,"Ju"
"20080425",2008,2,4,"Abr 2008",25,"Vi"
"20080426",2008,2,4,"Abr 2008",26,"Sa"
"20080427",2008,2,4,"Abr 2008",27,"Do"
"20080428",2008,2,4,"Abr 2008",28,"Lu"
"20080429",2008,2,4,"Abr 2008",29,"Ma"
"20080430",2008,2,4,"Abr 2008",30,"Mi"
"20080501",2008,2,5,"May 2008",1,"Ju"
"20080502",2008,2,5,"May 2008",2,"Vi"
"20080503",2008,2,5,"May 2008",3,"Sa"
"20080504",2008,2,5,"May 2008",4,"Do"
"20080505",2008,2,5,"May 2008",5,"Lu"
"20080506",2008,2,5,"May 2008",6,"Ma"
"20080507",2008,2,5,"May 2008",7,"Mi"
"20080508",2008,2,5,"May 2008",8,"Ju"
"20080509",2008,2,5,"May 2008",9,"Vi"
"20080510",2008,2,5,"May 2008",10,"Sa"
"20080511",2008,2,5,"May 2008",11,"Do"
"20080512",2008,2,5,"May 2008",12,"Lu"
"20080513",2008,2,5,"May 2008",13,"Ma"
"20080514",2008,2,5,"May 2008",14,"Mi"
"20080515",2008,2,5,"May 2008",15,"Ju"
"20080516",2008,2,5,"May 2008",16,"Vi"
"20080517",2008,2,5,"May 2008",17,"Sa"
"20080518",2008,2,5,"May 2008",18,"Do"
"20080519",2008,2,5,"May 2008",19,"Lu"
"20080520",2008,2,5,"May 2008",20,"Ma"
"20080521",2008,2,5,"May 2008",21,"Mi"
"20080522",2008,2,5,"May 2008",22,"Ju"
"20080523",2008,2,5,"May 2008",23,"Vi"
"20080524",2008,2,5,"May 2008",24,"Sa"
"20080525",2008,2,5,"May 2008",25,"Do"
"20080526",2008,2,5,"May 2008",26,"Lu"
"20080527",2008,2,5,"May 2008",27,"Ma"
"20080528",2008,2,5,"May 2008",28,"Mi"
"20080529",2008,2,5,"May 2008",29,"Ju"
